Username,Comment,Cleaning
@amaroh1907,"Kami rakyat kecil desa di jatim,mayoritas mendukung pak prabowo dan mas gibran.<br>Kita selalu Damai dan sopan.Semakin mengkritik,semakin menunjukkan siapa yang yang terbaik dan dicintai rakyat.ini membuat rakyat semakin cinta dan ikhlas tulus mendukung pak prabowo dan mas gibran...❤❤❤",kami rakyat kecil desa di jatimmayoritas mendukung pak prabowo dan mas gibran kita selalu damai dan sopan semakin mengkritiksemakin menunjukkan siapa yang yang terbaik dan dicintai rakyat ini membuat rakyat semakin cinta dan ikhlas tulus mendukung pak prabowo dan mas gibran
@user-zn6jk4uf5d,Tetap prabowo yg unggul 👍👍✌✌ di tempat saya prabowo mutlak,tetap prabowo yg unggul di tempat saya prabowo mutlak
@butonlularamlah9161,Bilang Roma Ramlah tukar anak,bilang roma ramlah tukar anak
@saifulakhiyar8990,Prabowo Prabowo 😂😂😂😂 Anies kalah Anis kalah,prabowo prabowo anies kalah anis kalah
@endiendi62,Mantap 02 Salma anak rantow malasiya,mantap salma anak rantow malasiya
@yawaekunk6n565,Semua orang menunggu ucapan selamat pd tim pemenangan Paslob yg menang.,semua orang menunggu ucapan selamat pd tim pemenangan paslob yg menang
@HarlinMootalu,❤,
@amungsetiawan5866,Kesombongan banteng menuai hasilnya😂😂😂😂,kesombongan banteng menuai hasilnya
@asepsujana4291,"Itulah Indonesia kalau kalah cari cari kesalahan, kaya sepak bola aja kalau kalah wasit yg di salahkan😢",itulah indonesia kalau kalah cari cari kesalahan kaya sepak bola aja kalau kalah wasit yg di salahkan
@ansarhasan714,Sekarang pendukung pak Jokowi hampir semua pindah ke pak Prabowo jadi jangan heran hampir semua TPS di Sulawesi hanya nomor 2 yg mendominasi tiap TPS.,sekarang pendukung pak jokowi hampir semua pindah ke pak prabowo jadi jangan heran hampir semua tps di sulawesi hanya nomor yg mendominasi tiap tps
@user-yr1db2fk6w,"Alhamdulillah akhirnya saya toblos pak Prabowo yg ke tiga kali pemilu tercapai cipta suara rakyat, semoga repelita banyak mempekerjakan rakyat, 70% pengangguran dan hidup makmur saya usia 63thn. Apa yg bisa didapat tanpa pensiun 😢😢😢",alhamdulillah akhirnya saya toblos pak prabowo yg ke tiga kali pemilu tercapai cipta suara rakyat semoga repelita banyak mempekerjakan rakyat pengangguran dan hidup makmur saya usia 63thn apa yg bisa didapat tanpa pensiun
@turasman2767,Mayoritas rakyat itu suka Jokowi bukan prabowo.jadi parte gambar apapun kalo yang mengelola Jokowi pasti menang  gaes.,mayoritas rakyat itu suka jokowi bukan prabowo jadi parte gambar apapun kalo yang mengelola jokowi pasti menang gaes
@humawankayan1025,Semoga kemenangan tidak dgn cara curang.,semoga kemenangan tidak dgn cara curang
@yawaekunk6n565,Terlmpat ucapn maaf kalian. Sudah banyak masyarakat Indonesia yg sakit hati atas cara2 kalian yg ingin memenangksn paslon 03.,terlmpat ucapn maaf kalian sudah banyak masyarakat indonesia yg sakit hati atas cara2 kalian yg ingin memenangksn paslon
@mgunawan6371,"Perjuanganmu tidak sia&quot; pak🎉semangat,selamat dan teruslah berjuang untuk rakyatmu🥺❤️💐",perjuanganmu tidak sia paksemangatselamat dan teruslah berjuang untuk rakyatmu
@sunartopria-he9nb,✌💪,
@nabellacans3003,Haia<br>Mbak.wes.kalahyo.trimo.ojo.banyak.omon.,haiambak wes kalahyo trimo ojo banyak omon
@saddamyathie79,"paslon 1 dan 3 tidak siap kalah dengan kenyataan yang ada dilapangan sekarang yang begitu aman, tentram dan tranparan tidak ada cela² yang merugikan salah satu paslon....",paslon dan tidak siap kalah dengan kenyataan yang ada dilapangan sekarang yang begitu aman tentram dan tranparan tidak ada cela yang merugikan salah satu paslon
@amungsetiawan5866,Benteng  tanduknya patahhh😂😂😂😂,benteng tanduknya patahhh
@agguskddrbppn246,"❤❤sukses sll,❤",sukses sll
@HaslamSuwondo-yw9xh,"nda usa bhnggin lg masarakat, bukti kan  01 03",nda usa bhnggin lg masarakat bukti kan
@ongyennio1701,Masyarakat indonesia memahami jejak pak Probowo selama ini.utk ngabdi pd nusa dan bangsa,masyarakat indonesia memahami jejak pak probowo selama ini utk ngabdi pd nusa dan bangsa
@suhartibudi5089,Klu udah kalah ya ujung2nya kata kecurangan,klu udah kalah ya ujung2nya kata kecurangan
@mamiputuoka3249,Aduhhhhhhhh 01 ttep nganggep pemilu curang?. Kalah ya tetep ajah kalah siapa juga yg mau milih amin jadi Pemimpin?. Dulu kan sdh pernah anis jadi mentri. Jadi gubernur apa yg bisa dibanggakan dari anis. Menurut saya pribadi anis tuh cocoknya jadi pembicara perangkai kata misalnya jadi Penyair gtu mungkin yah. Presiden ke  8 tetap PRABOWO - GIBRAN Presiden 2024 - 2029. 1 &amp; 3 Hrs Legowo mengakui kalah.,aduhhhhhhhh ttep nganggep pemilu curang kalah ya tetep ajah kalah siapa juga yg mau milih amin jadi pemimpin dulu kan sdh pernah anis jadi mentri jadi gubernur apa yg bisa dibanggakan dari anis menurut saya pribadi anis tuh cocoknya jadi pembicara perangkai kata misalnya jadi penyair gtu mungkin yah presiden ke tetap prabowo gibran presiden hrs legowo mengakui kalah
@triwiyoko5090,01 mulai tentang kecurangan 😅,mulai tentang kecurangan
@user-yt7ty9bw8j,Pak Prabowo pasti positif menjadi presiden kami✌️,pak prabowo pasti positif menjadi presiden kami
@user-sr3mm9xs5s,Dari usia 17 tahun sampai sekarang usia 43 tahun saya selalu mendukung PDIP bahkan semua yang saya coblos DPRD dan DPR Propinsi tetap PDIP tetapi untuk coblosan Presiden suara saya tetap Prabowo-Gibran karena pengikutnya Jokowi tetap mengikuti kemana dukungan Jokowi. Salam Simpatisan Jokowi Prabowo-Gibran.,dari usia tahun sampai sekarang usia tahun saya selalu mendukung pdip bahkan semua yang saya coblos dprd dan dpr propinsi tetap pdip tetapi untuk coblosan presiden suara saya tetap prabowogibran karena pengikutnya jokowi tetap mengikuti kemana dukungan jokowi salam simpatisan jokowi prabowogibran
@user-sm5or5ix5x,PRAGIB + Jokowi are the best 👍👍👍,pragib jokowi are the best
@markusayer-bs2xr,Kacian pa Ganjar-Mahfud tara dapat karena PDIP sudah  jatuh betul pemilu ini,kacian pa ganjarmahfud tara dapat karena pdip sudah jatuh betul pemilu ini
@cecepherisman5476,saya pernah di wawancara LSI prabowo lah capres pilihan rakyat pengganti jokowi   karena hanya prabowo lah hatinya yg paling ikhlas buat bangsa ini,saya pernah di wawancara lsi prabowo lah capres pilihan rakyat pengganti jokowi karena hanya prabowo lah hatinya yg paling ikhlas buat bangsa ini
@suwartinisuwartini441,Alhamdulillah mudah mudahan pak prabowo dan gibran bisa mengemban amanah dari Rakyat indonesia Amiiin.,alhamdulillah mudah mudahan pak prabowo dan gibran bisa mengemban amanah dari rakyat indonesia amiiin
@intansnappy999,PRABOWO ALL IN 1 putaran..01 03 Tenggelam 😅😅😅,prabowo all in putaran tenggelam
@gunawanmakati5722,Allahamdulilah 3 x mendukung bp jendral H. Prabowo Gibran baru berhasil semoga Allah berikn kesehatan n kekuatan menjadi pemimpin yg amanah Aaminn yarobal alaminn🤲🤲✌️✌️✌️,allahamdulilah x mendukung bp jendral h prabowo gibran baru berhasil semoga allah berikn kesehatan n kekuatan menjadi pemimpin yg amanah aaminn yarobal alaminn
@christianusbren6756,Kemenangan Prabowo GIBRAN sangat jauh berbeda dng Paslon Ganjar dan Amin ini menunjukkan bahwa rakyat Indonesia sangat mencintai Pak Prabowo Gibran. Karena Ketulusan dan kerendahan hati ada pada pak Prabowo Gibran.❤❤❤.,kemenangan prabowo gibran sangat jauh berbeda dng paslon ganjar dan amin ini menunjukkan bahwa rakyat indonesia sangat mencintai pak prabowo gibran karena ketulusan dan kerendahan hati ada pada pak prabowo gibran
@dianamega7811,Bantheng nyungsep,bantheng nyungsep
@rosros9462,Gak masuk akal kl menag 2 sebab rakyat mendukung pak anis.rakyat membludak ke mana pun dia.,gak masuk akal kl menag sebab rakyat mendukung pak anis rakyat membludak ke mana pun dia
@nabellacans3003,Hala.mas.ojo.banyak.ngomong.omon.wes.kalah,hala mas ojo banyak ngomong omon wes kalah
@HaslamSuwondo-yw9xh,"01, 03, d malaisia siapa bongkar supaya terang",d malaisia siapa bongkar supaya terang
@user-rd5hk6dl6w,Prabowo piliane wong cilek rek....,prabowo piliane wong cilek rek
@henalardiwibowo2449,Raja curang,raja curang
@bethelight1563,Jokowi pasti akan membantu masalah ekonomi seperti yang sudah di capai undonesia saat ini dan akan lebih baik lagi,jokowi pasti akan membantu masalah ekonomi seperti yang sudah di capai undonesia saat ini dan akan lebih baik lagi
@mami-dv7lr,😏😏😏😏😏😏😏😏👀👏💪👉👈☝️👆👇🖕✍️🙎😶,
@faridjr4625,Dekengan pk jokowi joss👍👍,dekengan pk jokowi joss
@duliduli7909,Waktu jaman SBY menang di kandang banteng gak ada masalah tuh kok giliran sekarang Prabowo menang di kandang banteng kok pada grundel aneh juga ya kenapa hasil pilpres 2024 ada tiga kekuatan yang bikin Prabowo dot suara capai 57 persen ini penyebab nya kekuatan dari Jokowi yg 75 persen rakyat puas dengan kerja Jokowi ditambah figur Prabowo dan Gibran serta ditopang dengan kerja nyata dari tiga komponen ini pada pemilu sebelumnya belum pernah terjadi komponen seperti ini,waktu jaman sby menang di kandang banteng gak ada masalah tuh kok giliran sekarang prabowo menang di kandang banteng kok pada grundel aneh juga ya kenapa hasil pilpres ada tiga kekuatan yang bikin prabowo dot suara capai persen ini penyebab nya kekuatan dari jokowi yg persen rakyat puas dengan kerja jokowi ditambah figur prabowo dan gibran serta ditopang dengan kerja nyata dari tiga komponen ini pada pemilu sebelumnya belum pernah terjadi komponen seperti ini
@lidiasuharlini7282,Apapun yg dikatakan Paslon 1 dan 3 tdk ngaruh dan NKRI gak butuh. Hati nurani kejujuran dan Kedaulatan rakyat terbukti. MERDEKA,apapun yg dikatakan paslon dan tdk ngaruh dan nkri gak butuh hati nurani kejujuran dan kedaulatan rakyat terbukti merdeka
@brizikfirzawiwkwiwk7874,"Itu juru bicara 03, macam paling betul saja, menuduh curang ? ini anak kemarin sore , biasa gaya bahasanya , tidak mau lihat fakta, lihat itu di Solo, kandang Banteng , si Ganjar Mahmud , nyungsep, si kader PDIP , FX Rudi menerima kekalahan.",itu juru bicara macam paling betul saja menuduh curang ini anak kemarin sore biasa gaya bahasanya tidak mau lihat fakta lihat itu di solo kandang banteng si ganjar mahmud nyungsep si kader pdip fx rudi menerima kekalahan
@diyarnoharno9452,Sudah lah 03 ngaku kalah aza,sudah lah ngaku kalah aza
@nabellacans3003,Selamat.pak.prabowo.gibran.semoga.bbisa.mengemban.amanah.amiin.,selamat pak prabowo gibran semoga bbisa mengemban amanah amiin
@yosepherdiana9498,alham dulilah pak browo menang,alham dulilah pak browo menang
@sutopoharjok6164,"Pak Prabowo mampu membuktikan pada sluruh rakyat indonesia jangan mudah patah semangat bila gagal dalam bercita&quot; terus berjuang untuk mencapainya ,kegagal hanya kesuksesan yg tertunda ,maka semangat terus masyarakat indo untuk maju membangun yg lebih sejahtera.",pak prabowo mampu membuktikan pada sluruh rakyat indonesia jangan mudah patah semangat bila gagal dalam bercita terus berjuang untuk mencapainya kegagal hanya kesuksesan yg tertunda maka semangat terus masyarakat indo untuk maju membangun yg lebih sejahtera
@ramhaleppeng8731,Alhamdu lillah masyaallah akhirnya air mata penghinaan debat capres untuk pk prabowo Menjadi minerar pelepas dahaga perjuangan yg<br>Beliau lakukan trimakasih yaallah dengan mengabulkan doa kami semua pendukun pk prabowo 🤲no✌,alhamdu lillah masyaallah akhirnya air mata penghinaan debat capres untuk pk prabowo menjadi minerar pelepas dahaga perjuangan ygbeliau lakukan trimakasih yaallah dengan mengabulkan doa kami semua pendukun pk prabowo no
@biogreenbandungbarat6132,Menang..kalah..yg menang pastinya rakyat,menang kalah yg menang pastinya rakyat
@eviaprianita1877,Kedunguan dipertontonkan 03.....,kedunguan dipertontonkan
@HaslamSuwondo-yw9xh,"di malasia, curang",di malasia curang
@slamet7981,Oi plg k yamannnnnnn😂😂😂 sekalian habib 2 palsu  plg lh kalian,oi plg k yamannnnnnn sekalian habib palsu plg lh kalian
@officialgaming4436,Pg terbaik❤❤❤❤❤❤🎉,pg terbaik
@christianusbren6756,Suara rakyat adalah suara Tuhan. Harus berjiwa besar untuk menerima kekalahan. Jngan membuat statmen untuk alasan menjatuhkan Paslon yg sudah menang.,suara rakyat adalah suara tuhan harus berjiwa besar untuk menerima kekalahan jngan membuat statmen untuk alasan menjatuhkan paslon yg sudah menang
@user-nx9jq4dn7t,Saya rasa ini sdh kemenangan Prabowo dan Gibran secara mutlak dan Paslon yg lain harus berhati legowo,saya rasa ini sdh kemenangan prabowo dan gibran secara mutlak dan paslon yg lain harus berhati legowo
@tontonansantai5582,KALAH YA KALAH TERIMA AZ GAK USAH NGEBACOT...PILIHAN RAKYAT ADALAH PILIHAN TUHAN...MASA KALIAN GAK PERCAYA DGN TUHAN...SUBHANNALLAH,kalah ya kalah terima az gak usah ngebacot pilihan rakyat adalah pilihan tuhan masa kalian gak percaya dgn tuhan subhannallah
@ansarhasan714,Karna Prabowo di pilih rakyat dari lubuk hati yg paling dalam karna kita sudah tau pendukung pak Jokowi banyak dari masyarakat kecil itu yg pindah memilih pak Prabowo Gibran jadi kita tak heran,karna prabowo di pilih rakyat dari lubuk hati yg paling dalam karna kita sudah tau pendukung pak jokowi banyak dari masyarakat kecil itu yg pindah memilih pak prabowo gibran jadi kita tak heran
@amaroh1907,Kami mayoritas rakyat kecil memilih pak prabowo dan mas gibran....<br>Yang terus melaju dan berjuang tanpa mencela dan memadamkan lampu orang lain untuk menyalakan lampunya sendiri.masyarakat sangat sangat salut kepada paslon no : 2.semoga hasil maqosidana dan amanah....,kami mayoritas rakyat kecil memilih pak prabowo dan mas gibran yang terus melaju dan berjuang tanpa mencela dan memadamkan lampu orang lain untuk menyalakan lampunya sendiri masyarakat sangat sangat salut kepada paslon no semoga hasil maqosidana dan amanah
@HaslamSuwondo-yw9xh,"Na ini 01, 03 , siapa yg curang",na ini siapa yg curang
@officialgaming4436,"Klu sy secara priba rakyat kecil yg di utamakan dr sabang sampai merauke,,ada nya pemilu ini krn swara rakyat,,utamakan rakyat kecil,,sy menjunjung tinggi beliau pak prabowo gibran,,",klu sy secara priba rakyat kecil yg di utamakan dr sabang sampai meraukeada nya pemilu ini krn swara rakyatutamakan rakyat kecilsy menjunjung tinggi beliau pak prabowo gibran
@marempisan7229,Mak lampir ( Mega Wati) pasti lagi urung uringan nih???,mak lampir mega wati pasti lagi urung uringan nih
@user-nl7ic7ge3x,"Terharu, menetes airmataku Pak Prabowo!!..",terharu menetes airmataku pak prabowo
@zahrachannel9579,Bowo pede banget,bowo pede banget
@gayalaman3109,"Bisa dilihat jejak pernyataan saya, siapapun pendamping Pak Prabowo pasti menang  dan siapkan Jas dan Dasi persiapan pelantikan Presiden dan wakilnya, kehendak Tuhan sudah seperti itu. Jangan diributkan lagi, makanya jadi orang  Jangan Sombong seperti Ketum Partai tertentu.",bisa dilihat jejak pernyataan saya siapapun pendamping pak prabowo pasti menang dan siapkan jas dan dasi persiapan pelantikan presiden dan wakilnya kehendak tuhan sudah seperti itu jangan diributkan lagi makanya jadi orang jangan sombong seperti ketum partai tertentu
@user-vb3wx1fz6b,Selamat atas kemenangan  paslon NO.2  smoga amanah......prabowo &amp; Gibran ...❤❤❤❤❤,selamat atas kemenangan paslon no smoga amanah prabowo gibran
@dikaajh8555,pikir aja di kalimantan sapa yang unggul tetap. 02 bro,pikir aja di kalimantan sapa yang unggul tetap bro
@SirdiYan-wz4bf,01 &amp; 02 lmyan ok gas ok gasssssss mti kau sering ejek2 02,lmyan ok gas ok gasssssss mti kau sering ejek2
@sutopoharjok6164,"Ternyata Blac campion tidak efektif tidak berhasil di jaman sekarang ,malah terjungkal alam sdh tdk berkenan ,ini satu bukti berubahan sikon nyata sekali",ternyata blac campion tidak efektif tidak berhasil di jaman sekarang malah terjungkal alam sdh tdk berkenan ini satu bukti berubahan sikon nyata sekali
@nabellacans3003,Mas.ojo.ngomong.nyoto..wes.kalah.kok.kake.en.bicara.,mas ojo ngomong nyoto wes kalah kok kake en bicara
@HaslamSuwondo-yw9xh,"Sudalah jangan menggais kesalahan,",sudalah jangan menggais kesalahan
@josstech567,"rakyat indo siap2 siapapun pemenangnya dlm demokrasi,mereka akan siap2 membalikkan modal yg mereka keluarkan dalam pemilu, dengan cara,pajak naik,bbm naik,dan jual kekayaan alam indonesia,itu smua sudah lumrah di seluruh dunia",rakyat indo siap2 siapapun pemenangnya dlm demokrasimereka akan siap2 membalikkan modal yg mereka keluarkan dalam pemilu dengan carapajak naikbbm naikdan jual kekayaan alam indonesiaitu smua sudah lumrah di seluruh dunia
@lidiasuharlini7282,Lega haru rasanya rakyat pendukung Prabowo Gibran berjuang tnp henti dimedsos. Ada berkomentar dll. Prabowo terbukti ksatria bangsa pantang menyerah kalah demi mengabdi pd negara Bangsa dan rakyat. Bersyukur NKRI miliki Prabowo. Bapak pantang menyerah kalah... Terbukti dan FAKTA. Lega haru rasanya. NKRI bangsa pejuang. Senyum,lega haru rasanya rakyat pendukung prabowo gibran berjuang tnp henti dimedsos ada berkomentar dll prabowo terbukti ksatria bangsa pantang menyerah kalah demi mengabdi pd negara bangsa dan rakyat bersyukur nkri miliki prabowo bapak pantang menyerah kalah terbukti dan fakta lega haru rasanya nkri bangsa pejuang senyum
@ivanarifin8658,Di adu kalau pemilu Prabowo vs Jokowi ya jokowi tapi kalau prabowo vs capres lain ya Prabowo,di adu kalau pemilu prabowo vs jokowi ya jokowi tapi kalau prabowo vs capres lain ya prabowo
@ekarudi3738,"Siapa yg mng yg pnting pdli pd rakyat bkn memetingkn pribadi,,,krn pdmerinth pk jokowi bhn pkok naik,,,,bnyk angka pengagurn,,,krn jnji2 pimimpin bnyk ingn jd presiden,,,,jgn buat rakyat gk percya,,,,",siapa yg mng yg pnting pdli pd rakyat bkn memetingkn pribadikrn pdmerinth pk jokowi bhn pkok naikbnyk angka pengagurnkrn jnji2 pimimpin bnyk ingn jd presidenjgn buat rakyat gk percya
@rusnandarrus,"Tunggu belum selesai penghitungan, sapatau ada mukzizat dari tuhan untuk Paslon 3 😂😂😂",tunggu belum selesai penghitungan sapatau ada mukzizat dari tuhan untuk paslon
@baidatillah9183,Alhamdulillah menang selamat untuk bapak prabowo.nggk sia sia sy selalu mendoakaan bapak prabowo.alhamdulillah sekarang menang,alhamdulillah menang selamat untuk bapak prabowo nggk sia sia sy selalu mendoakaan bapak prabowo alhamdulillah sekarang menang
@maderantiasa437,"Terbukti tanpa jokowi, banteng jadi lumpuh . . . .",terbukti tanpa jokowi banteng jadi lumpuh
@hadiridiri1370,"Selamat kepada paslon 02, dan  agar tetap menjaga etika sopan santun, rendah hati, sabar dan tidak menjelek2an lawan politiknya, serta menjadi pemimpin bagi seluruh rakyat Indonesia, insya alloh josss👍👍👍👍",selamat kepada paslon dan agar tetap menjaga etika sopan santun rendah hati sabar dan tidak menjelek2an lawan politiknya serta menjadi pemimpin bagi seluruh rakyat indonesia insya alloh josss
